# x,y
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-9.795963836206898756e-02
1.600000000000000033e-01,-1.919173341090466556e-01
1.960000000000000075e-01,-2.609266687897763282e-01
2.391999999999999960e-01,-3.618850545448356604e-01
2.651199999999999668e-01,-4.289756774665213213e-01
2.962239999999999318e-01,-5.188435092521438419e-01
3.335487999999999231e-01,-6.401170286869378723e-01
3.559436799999999290e-01,-7.177011354117193154e-01
3.828175359999999028e-01,-8.177229048422910429e-01
4.150661631999998935e-01,-9.476781074745002087e-01
4.537645158399998824e-01,-1.117853391122918705e+00
